"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Kitchen Crisis","1712030400000","9362","14.99","126302","13.785406431198405","76","Indie","Team Samoyed","Team Samoyed","2118250"
"My Holiness the Gobliness","1715832000000","18918","7.99","125882","1.8054321828185627","90","Indie","Mango Party,Mango Party News","BFGS","2176570"
"Ratten Reich","1723161600000","8439","19.99","124545","1.4585582074543249","0","Indie","Crytivo","METALLADLERSTUDIO","1717250"
"Dungeon Keeper™ 2","1709787600000","58372","4.99","124273","10.70984715281564","96","AAA","Electronic Arts","Bullfrog Productions","2616460"
"Kitsune Tails","1722470400000","7489","19.99","124094","3.0682539451863793","99","Indie","Kitsune Games,MidBoss, LLC.","Kitsune Games","1325260"
"Don't Shout Together","1718337600000","31887","4.99","124033","0.9848114232700107","33","Indie","SinisterGames","SinisterGames","2625510"
"Everafter Falls","1718856000000","7341","19.99","123977","25.153398258825927","90","Indie","Akupara Games","SquareHusky","1416960"
"DEVIL BLADE REBOOT","1716436800000","9966","15.99","123743","4.4840065800467235","100","Indie","SHIGATAKE GAMES","SHIGATAKE GAMES","2882440"
"Just Xiangqi","1705294800000","18233","9.99","122952","10.496655937885572","86","Indie","Studio Amateur","Studio Amateur","2248180"
"突然＊恋人","1713499200000","7912","29.99","122358","12.145729938421471","0","Indie","HIKARI FIELD","SMEE","2510810"
"Fruit Mountain","1710648000000","15541","8.99","122090","11.539945662135425","0","Indie","BeXide Inc.","BeXide Inc.","2753620"
"Blacksmith. Song of two Kings.","1707800400000","6428","24.99","121847","12.883205705423181","81","Indie","Pavel Leksin","Pavel Leksin","2531370"
"云岚九歌","1706763600000","8734","0","120624","53.763167752770705","83","Indie","云岚九歌","云岚九歌","2685430"
"ServiceIT: You can do IT","1709528400000","11704","12.99","119970","3.2941349420416337","75","Indie","FreeMind S.A.,PlayWay S.A.","picture4u","2194730"
"Heroes Wanted","1718078400000","12366","19.99","119956","22.056278066296468","85","Indie","Gameplete","Gameplete","2667410"
"The Crush House","1723161600000","8491","16.99","119615","4.720167640168312","76","AA","Devolver Digital","Nerial","2337820"
"Bounty: Drag Racing","1716523200000","8324","24.99","119403","29.086758428949782","90","Indie","KODgames","KODgames","1803390"
"Zet Zillions","1716436800000","14513","9.99","118127","11.015760970625271","89","AA","Raw Fury","OTA IMON Studios","2229560"
"天呐！找不到真爱就扑街！","1717041600000","20613","6.99","117466","5.547836570388897","85","Indie","國王互娛King Interactive","國王互娛King Interactive","2817690"
"#BLUD","1718683200000","5557","24.99","117246","6.316958418986393","76","AA","Humble Games","Exit 73 Studios","1921480"
"Rustil: Eternal Labyrinth Castle","1714017600000","9425","14.99","117115","6.726593259880232","71","Indie","KTMG LLC.","KIC Games","2162820"
"黄毛漂流记","1707109200000","84506","1.99","117047","2.9681194503239188","0","Indie","BalloonsGame","BalloonsGame","2535770"
"Diabotical Rogue","1717473600000","8314","19.99","116875","12.374667067893927","79","Indie","GD Studio Inc","GD Studio Inc","2805060"
"The Devil Within: Satgat","1712635200000","7093","19.99","116681","5.86608812156575","0","Indie","Newcore Games,Astrolabe Games","Newcore Games","1802880"
"Rock Star Life Simulator","1708923600000","11394","12.49","116257","5.247893236442482","93","Indie","HOGO Games","HOGO Games","2530950"
"Artifact Seeker: Resurrection","1721952000000","21260","8.99","115933","7.560146965041439","85","Indie","Lynkpin Game","Lynkpin Game","3054610"
"Supernormal","1704690000000","16944","7.99","115876","1.644515685236371","69","Indie","Hitori de Productions","Hitori de Productions","2532430"
"Psalm 5:9-13","1710302400000","34932","3.99","114851","0.5496443790101976","86","Indie","Ranwog,Notex,a1esska","Ranwog,Notex,a1esska","1837220"
"Pathfinder: Gallowspire Survivors","1712203200000","23803","6.99","114460","6.935692979085918","64","Indie","BKOM Studios","BKOM Studios","2388460"
"What the Fog","1715659200000","25501","4.99","114434","2.3208439147496027","0","AA","Behaviour Interactive Inc.","Behaviour Interactive Inc.","2139020"
"Horticular","1720656000000","7084","19.99","114045","8.426789375719885","95","Indie","Slug Disco","inDirection Games","1928540"
"Sovereign Syndicate","1705294800000","7160","19.99","113468","8.545574708566374","86","Indie","Crimson Herring Studios","Crimson Herring Studios","1674920"
"Tales of Spark","1707022800000","12900","13.99","113195","14.51652826490311","85","Indie","Ice and Fire Isle Studio","Ice and Fire Isle Studio","2165390"
"Fatal Countdown - immoral List of Desires","1712635200000","12388","10.99","113186","1.786202605335042","83","Indie","Playmeow,ACG creator","Secret Garden","1987980"
"Stellar Settlers: Space Base Builder","1710129600000","12644","11.99","112737","2.8593045181380656","88","Indie","Rogue Duck Interactive,Gamersky Games","Tinymice Entertainment","2628570"
"SimCity™ 3000 Unlimited","1709787600000","47101","4.99","112651","7.697533717458039","86","AAA","Electronic Arts","Maxis","2741560"
"Let's Go! My Harem Farm","1718942400000","9267","14.99","112505","5.636361336203013","81","Indie","OTAKU Plan","XO_PROJECT","2659960"
"Personal Trainer","1716782400000","10501","12.99","112150","4.550002496678145","81","Indie","Udder Yeti","Domiek","2385140"
"Dream Tactics","1713153600000","8069","17.99","112147","13.108250723006284","94","Indie","indie.io","Spectra Entertainment Inc.","1897650"
"Ova Magica","1721692800000","5364","24.99","111979","22.50564236018926","0","Indie","Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev","1299170"
"Spirit Hunter: Death Mark II","1707973200000","2783","49.99","111912","11.417801959194982","98","Indie","Aksys Games","EXPERIENCE,Ghostlight LTD","2080800"
"Seifuku Kanojo","1712030400000","5488","29.99","111658","9.261170262539688","83","Indie","HIKARI PULSE","Entergram","2673490"
"Oriental Valley","1714017600000","7846","17.99","111604","9.214083597671644","86","Indie","ETime Studio","猫多游戏","2201930"
"Space Prison","1721260800000","6673","19.99","111599","8.315043071342291","88","Indie","Firesquid","Wooden Alien","1865930"
"Whispered Promises ~ 14 Days of Love with Anna","1707886800000","8872","15.99","111150","1.8763832771371465","93","Indie","072 Project","OMNIS","2507840"
"Throne of Bone","1712548800000","7755","16.99","110885","12.912109890722832","92","Indie","Windmill Slam","Windmill Slam","1866630"
"Love X Crotch X GYM","1711684800000","8753","15.99","110745","2.402291570090048","83","Indie","072 Project","奶油貓工作室,バター貓スタジオ","2430700"
"Pesticide Not Required","1710734400000","20018","6.5","110721","8.986554446747627","94","Indie","Jampacked Games","Jampacked Games","2479320"
"Dragon Is Dead","1717732800000","6489","19.99","109973","8.952984705381535","77","Indie","PM Studios, inc.","TeamSuneat","2803280"
"Gourdlets","1723680000000","29540","4.99","109304","4.510849803181503","95","Indie","Future Friends Games,AuntyGames","AuntyGames","2013730"